nb_fakewords	ponctuation	partage	topic_title_sim	label	id	sim_tfidf	sim_texte_tittre	label1	proba1	label2	proba2	source
0	False	0	0.730246674848	trusted	4515	27	0.3311202209306336	trusted	0.87724	fakeNews	0.12278	fr
1	False	0	0.529480721395	trusted	5403	25	0.25073537197117973	trusted	0.798235	fakeNews	0.201785	fr
2	False	0	0.425850279793	trusted	5652	3	0.29319190962084285	trusted	0.938243	fakeNews	0.0617773	fr
1	False	0	0.708010080754	trusted	5595	7	0.38919455335763575	trusted	0.967925	fakeNews	0.0320954	fr
0	False	0	0.810633258709	trusted	4588	27	0.37029197567243516	trusted	0.755061	fakeNews	0.244959	fr
2	False	0	0.430749545431	trusted	5915	19	0.30447594177509313	trusted	0.250853	fakeNews	0.749167	fr
4	False	0	0.602783723954	fakeNews	5840	23	0.34805803651769984	trusted	0.434201	fakeNews	0.565819	fr
2	False	1	0.780601565141	fakeNews	5680	12	0.4006806749856733	trusted	0.478337	fakeNews	0.521683	fr
0	False	0	nan	trusted	5280	56	0.16156828657425343	trusted	0.95756	fakeNews	0.0424605	fr
0	False	0	0.634775856227	fakeNews	5369	3	0.39298137482726314	trusted	0.145925	fakeNews	0.854095	fr
2	False	0	0.810364194667	trusted	5649	2	0.3829119503988553	trusted	0.631403	fakeNews	0.368617	fr
0	False	0	0.672219438016	trusted	4566	19	0.3768417590123008	trusted	0.886269	fakeNews	0.113751	fr
79	False	0	0.673975498199	fakeNews	5207	2	0.38815856489511125	trusted	0.201296	fakeNews	0.798724	fr
0	False	1	0.74329743361	trusted	4371	59	0.4206152055247271	trusted	0.874133	fakeNews	0.125887	fr
1	False	0	0.73828586392	trusted	4563	5	0.3588864196821397	trusted	0.842992	fakeNews	0.157028	fr
26	False	0	0.205177616191	fakeNews	5854	124	0.29799062050645986	trusted	0.660802	fakeNews	0.339218	fr
27	True	2	0.712759075319	fakeNews	4884	2	0.3037130421640219	trusted	0.386596	fakeNews	0.613424	fr
2	False	0	0.72708408971	trusted	5590	46	0.2760968982706913	trusted	0.730885	fakeNews	0.269135	fr
0	False	0	0.816704930226	trusted	4529	4	0.36580729504295556	trusted	0.973964	fakeNews	0.026056	fr
35	False	0	0.704258480854	fakeNews	4549	6	0.2635359774825758	trusted	0.223372	fakeNews	0.776648	fr
2	False	1	0.796133380278	trusted	5198	3	0.38074147004539105	trusted	0.713492	fakeNews	0.286528	fr
1	False	0	0.663265377022	trusted	5594	14	0.3969147406024715	trusted	0.436256	fakeNews	0.563764	fr
10	False	0	0.709066285775	fakeNews	4910	9	0.26521085956269563	trusted	0.455664	fakeNews	0.544356	fr
0	False	0	0.834110019724	trusted	4565	56	0.39108014289600057	trusted	0.926077	fakeNews	0.0739429	fr
2	False	0	0.833982970922	fakeNews	5896	1	0.39689036540294914	trusted	0.41004	fakeNews	0.58998	fr
0	False	0	0.777843714954	trusted	5559	6	0.33471889438851143	trusted	0.912349	fakeNews	0.0876709	fr
3	False	0	0.493297324634	trusted	4545	3	0.29921667509211947	trusted	0.784373	fakeNews	0.215647	fr
3	False	0	0.761083904683	trusted	5823	2	0.3567609557510933	trusted	0.558517	fakeNews	0.441503	fr
2	False	0	0.636552187212	trusted	5723	70	0.3464712485652732	trusted	0.518326	fakeNews	0.481694	fr
4	False	0	0.491429558541	fakeNews	5568	26	0.31676869316270984	trusted	0.645055	fakeNews	0.354965	fr
0	False	0	0.609943602611	trusted	5687	2	0.23783390933013465	trusted	0.974319	fakeNews	0.0257009	fr
2	False	0	0.753096269173	trusted	4986	4	0.3956531199898868	trusted	0.799234	fakeNews	0.200786	fr
11	False	0	0.68773070355	fakeNews	5152	33	0.4133022314052011	trusted	0.660463	fakeNews	0.339557	fr
0	False	0	0.740425790478	trusted	5420	59	0.3777429081461668	trusted	0.76091	fakeNews	0.23911	fr
2	False	0	0.556455823981	trusted	4443	9	0.34749055811556134	trusted	0.692881	fakeNews	0.307139	fr
0	False	0	0.610712510822	trusted	5553	15	0.3922645924466074	trusted	0.9711	fakeNews	0.02892	fr
35	False	0	0.805642869303	fakeNews	5206	54	0.34912147105257135	trusted	0.205222	fakeNews	0.794798	fr
9	False	0	0.836468299968	fakeNews	4427	30	0.37121920483657095	trusted	0.545956	fakeNews	0.454064	fr
102	False	0	0.806445126351	fakeNews	5637	48	0.41076172465673144	trusted	0.186246	fakeNews	0.813774	fr
1	False	0	0.545587500153	fakeNews	5256	14	0.36268758448006855	trusted	0.280821	fakeNews	0.719199	fr
0	False	0	0.820685582291	trusted	4396	12	0.377582562034825	trusted	0.925347	fakeNews	0.0746731	fr
1	False	0	0.497297303035	trusted	4374	1	0.3360107797198578	trusted	0.910215	fakeNews	0.0898051	fr
0	False	0	0.875467070209	trusted	4996	2	0.34725655063926114	trusted	0.905635	fakeNews	0.0943853	fr
6	False	0	0.707692017952	fakeNews	4447	66	0.39467379209971337	trusted	0.349809	fakeNews	0.650211	fr
29	False	0	0.7493386385	fakeNews	6027	24	0.3953370721744213	trusted	0.781828	fakeNews	0.218192	fr
1	False	0	0.723875994796	trusted	5140	2	0.37752364996837157	trusted	0.803961	fakeNews	0.196059	fr
0	False	0	0.762176606814	trusted	5007	5	0.34215004051264514	trusted	0.927775	fakeNews	0.072245	fr
0	False	0	0.696305344681	trusted	6023	37	0.3855202140782233	trusted	0.670512	fakeNews	0.329508	fr
24	False	0	0.793959690166	fakeNews	5722	20	0.40526999678755404	trusted	0.48894	fakeNews	0.51108	fr
0	False	0	0.885812680276	trusted	5267	25	0.3805646426795687	trusted	0.782881	fakeNews	0.217139	fr
0	False	1	0.65957115501	trusted	4533	4	0.40648160974880365	trusted	0.60039	fakeNews	0.39963	fr
4	False	0	0.647032508417	trusted	5899	44	0.407847558317865	trusted	0.369992	fakeNews	0.630028	fr
0	False	0	0.414472977458	trusted	5759	3	0.2907719170575759	trusted	0.613042	fakeNews	0.386978	fr
0	False	0	0.799406896934	trusted	5701	7	0.406375802811079	trusted	0.87944	fakeNews	0.12058	fr
1	False	0	0.755390146608	trusted	4436	3	0.3698056616854663	trusted	0.944994	fakeNews	0.0550264	fr
0	False	0	0.738038436639	trusted	5193	6	0.4140939164538576	trusted	0.78044	fakeNews	0.21958	fr
4	False	0	0.638543369257	trusted	5671	6	0.3854521695776132	trusted	0.626845	fakeNews	0.373175	fr
0	False	0	0.669908448299	trusted	4403	3	0.31782946407169854	trusted	0.893411	fakeNews	0.106609	fr
0	False	0	0.741301205257	trusted	5603	7	0.3943052566048099	trusted	0.799565	fakeNews	0.200455	fr
1	False	0	nan	trusted	4904	54	0.17628694692657934	trusted	0.921289	fakeNews	0.0787306	fr
2	False	0	0.7241313557	trusted	4539	0	0.3896153227201957	trusted	0.600233	fakeNews	0.399787	fr
4	False	0	0.690891678985	trusted	4372	4	0.3657355904625671	trusted	0.795086	fakeNews	0.204934	fr
1	False	0	0.707287820662	trusted	4459	9	0.4057902412754344	trusted	0.887104	fakeNews	0.112916	fr
0	False	0	0.774946803007	trusted	5781	18	0.3947330657668291	trusted	0.857741	fakeNews	0.142279	fr
0	False	0	0.376241455261	trusted	5638	46	0.23160033655586637	trusted	0.975441	fakeNews	0.0245791	fr
1	False	0	0.692112148152	trusted	5443	179	0.32614457212824766	trusted	0.929409	fakeNews	0.0706105	fr
0	False	0	0.594842323794	trusted	5635	6	0.2971987481896862	trusted	0.935332	fakeNews	0.0646879	fr
0	False	0	0.405825293703	trusted	4879	17	0.3338250045170589	trusted	0.884679	fakeNews	0.115341	fr
0	False	0	0.682386866906	trusted	5858	4	0.35799103872939264	trusted	0.569266	fakeNews	0.430754	fr
0	False	0	0.746465046869	trusted	4366	2	0.40409977608043784	trusted	0.644617	fakeNews	0.355403	fr
7	False	0	0.709331953114	fakeNews	5450	7	0.4052496925329917	trusted	0.564208	fakeNews	0.435812	fr
0	False	0	0.719798428085	fakeNews	3519	1	0.41040858482476517	trusted	0.405566	fakeNews	0.594454	fr
0	False	0	0.811018087665	trusted	4410	5	0.3207390004375523	trusted	0.896761	fakeNews	0.103259	fr
1	False	0	0.523969354346	trusted	5580	11	0.27478051507034756	trusted	0.953319	fakeNews	0.0467005	fr
0	True	0	0.759661218363	trusted	6030	5	0.39381852711913723	trusted	0.853342	fakeNews	0.146679	fr
3	False	0	0.655487712663	trusted	5717	4	0.33016960615154944	trusted	0.908706	fakeNews	0.091314	fr
0	False	0	0.862021816092	trusted	4477	6	0.3369961753891313	trusted	0.924043	fakeNews	0.0759771	fr
4	False	0	0.475123691746	trusted	5662	142	0.2780168174052184	trusted	0.916265	fakeNews	0.083755	fr
1	False	0	0.748385197719	trusted	4896	2	0.3525644737466338	trusted	0.845073	fakeNews	0.154947	fr
5	False	0	0.703584496209	fakeNews	5132	73	0.40710964405596867	trusted	0.407734	fakeNews	0.592286	fr
4	False	0	0.692952958237	fakeNews	5855	67	0.3808019942408258	trusted	0.776047	fakeNews	0.223973	fr
8	True	0	0.606151143863	fakeNews	5163	84	0.2840484209919567	trusted	0.175013	fakeNews	0.825007	fr
0	False	0	0.58653020552	trusted	5689	9	0.34221385213278044	trusted	0.74132	fakeNews	0.2587	fr
18	False	0	0.840580550495	fakeNews	5604	66	0.35826323093898055	trusted	0.324158	fakeNews	0.675862	fr
0	False	1	0.709025953539	trusted	5773	48	0.30005971497000616	trusted	0.787449	fakeNews	0.212571	fr
5	False	0	0.597224951285	fakeNews	3478	2	0.3746412231842986	trusted	0.174142	fakeNews	0.825878	fr
2	False	0	0.705518490445	trusted	5817	0	0.35576663324012325	trusted	0.61639	fakeNews	0.38363	fr
2	False	0	0.777366587471	fakeNews	5262	7	0.41252867216203265	trusted	0.119751	fakeNews	0.880269	fr
18	False	1	0.720721128189	fakeNews	4514	49	0.260306568663106	trusted	0.664424	fakeNews	0.335596	fr
1	False	0	0.792688419696	trusted	4535	4	0.3591493354323836	trusted	0.3935	fakeNews	0.60652	fr
0	False	0	0.808834634034	trusted	5787	75	0.3422732309317232	trusted	0.947608	fakeNews	0.0524119	fr
1	False	0	0.759072623495	trusted	5488	50	0.41248459938188115	trusted	0.598347	fakeNews	0.401673	fr
0	False	0	0.730012001872	trusted	5169	18	0.4204356670995927	trusted	0.883856	fakeNews	0.116164	fr
2	False	0	0.705574154349	fakeNews	6039	1	0.35271154728003473	trusted	0.582656	fakeNews	0.417364	fr
2	False	0	0.706365588855	trusted	4569	14	0.41427473995585185	trusted	0.889947	fakeNews	0.110073	fr
0	False	0	0.805896341415	trusted	5583	56	0.4218532256324109	trusted	0.870727	fakeNews	0.129293	fr
0	False	0	0.696271268062	trusted	5597	1	0.37308365270300403	trusted	0.975782	fakeNews	0.0242385	fr
4	False	0	0.720414546962	fakeNews	5170	19	0.40543643894248177	trusted	0.808222	fakeNews	0.191798	fr
2	False	0	0.590745030332	trusted	5651	4	0.3869387851180132	trusted	0.899983	fakeNews	0.100037	fr
3	False	0	0.556567635651	trusted	4484	71	0.3330517675365203	trusted	0.869728	fakeNews	0.130292	fr
0	False	0	0.757350413558	trusted	5130	34	0.34984561679449944	trusted	0.927212	fakeNews	0.0728079	fr
6	False	0	0.794553845221	fakeNews	4508	1	0.41649337015392524	trusted	0.318693	fakeNews	0.681327	fr
0	False	0	0.7758459831	trusted	4874	91	0.40481999077829023	trusted	0.885041	fakeNews	0.114979	fr
0	False	0	0.609431177526	trusted	5493	2	0.27171004262627424	trusted	0.569195	fakeNews	0.430825	fr
3	False	0	0.686562363184	trusted	5457	15	0.30756553801144204	trusted	0.586133	fakeNews	0.413887	fr
0	False	0	0.763034300974	trusted	6042	32	0.41676053548977776	trusted	0.429433	fakeNews	0.570587	fr
0	False	0	0.696458455941	trusted	5714	14	0.3428588195335235	trusted	0.870084	fakeNews	0.129936	fr
3	False	0	0.838949095624	fakeNews	4538	127	0.3993133696073048	trusted	0.529889	fakeNews	0.470131	fr
53	True	0	0.740533368444	fakeNews	5768	8	0.29089496743789933	trusted	0.850151	fakeNews	0.149869	fr
1	False	0	0.763014489537	trusted	5601	2	0.38129376218149313	trusted	0.745317	fakeNews	0.254703	fr
1	False	0	0.7855943041	trusted	5539	19	0.38747180002836645	trusted	0.809633	fakeNews	0.190387	fr
1	False	0	0.675593932625	trusted	5002	3	0.3057040848746178	trusted	0.916416	fakeNews	0.0836039	fr
0	False	0	0.714394124411	trusted	4888	9	0.37314710083488833	trusted	0.772353	fakeNews	0.227668	fr
2	False	0	0.786462890473	trusted	5201	71	0.40632449476386207	trusted	0.799501	fakeNews	0.200519	fr
21	False	1	0.681341154414	fakeNews	5535	2	0.2501697712417266	trusted	0.604539	fakeNews	0.395481	fr
1	False	0	0.581592142842	trusted	4558	47	0.365554217839762	trusted	0.891688	fakeNews	0.108332	fr
2	False	0	0.746456003473	fakeNews	5405	4	0.26305515916430866	trusted	0.491043	fakeNews	0.508977	fr
1	False	0	0.817393499286	fakeNews	4415	6	0.44277081648911265	trusted	0.884208	fakeNews	0.115812	fr
4	True	0	0.824826089291	fakeNews	5766	3	0.3689740766629367	trusted	0.439086	fakeNews	0.560934	fr
17	False	0	0.701869340849	fakeNews	5550	21	0.3258747362095189	trusted	0.417603	fakeNews	0.582417	fr
0	False	0	0.82983564429	trusted	4448	56	0.39090433817609116	trusted	0.859883	fakeNews	0.140137	fr
0	False	0	0.820060165814	trusted	4892	4	0.3964119740946909	trusted	0.940313	fakeNews	0.059707	fr
2	False	0	0.718511299028	trusted	4387	23	0.3609597574812321	trusted	0.760936	fakeNews	0.239084	fr
2	False	0	0.813876917013	trusted	5920	69	0.41905345950480216	trusted	0.869897	fakeNews	0.130124	fr
0	False	0	0.711026226504	trusted	5406	46	0.3508387345004684	trusted	0.973678	fakeNews	0.0263425	fr
9	False	0	0.741999781207	fakeNews	5442	37	0.38490700698226604	trusted	0.489909	fakeNews	0.510111	fr
0	False	0	0.654023958742	trusted	4890	8	0.4080009657825446	trusted	0.886914	fakeNews	0.113106	fr
0	False	0	0.678072754087	trusted	4908	31	0.31469597132964433	trusted	0.866142	fakeNews	0.133878	fr
5	False	0	0.616558640461	fakeNews	4453	2	0.26684634456746387	trusted	0.393065	fakeNews	0.606955	fr
2	False	0	0.617991427955	trusted	4913	6	0.2797758987958475	trusted	0.922628	fakeNews	0.0773917	fr
23	False	3	0.613798507745	fakeNews	4370	19	0.26349004282172994	trusted	0.534218	fakeNews	0.465802	fr
0	False	0	0.620562644175	trusted	5548	42	0.3435606445514167	trusted	0.753213	fakeNews	0.246807	fr
3	False	0	0.805574222094	trusted	5705	4	0.3629493548994652	trusted	0.856353	fakeNews	0.143667	fr
2	False	1	0.606618976659	fakeNews	5681	54	0.34119315777790743	trusted	0.289675	fakeNews	0.710345	fr
0	False	0	0.716129754585	trusted	5425	16	0.376403379065796	trusted	0.750726	fakeNews	0.249295	fr
1	False	0	0.79092541821	fakeNews	5161	14	0.42358476665806877	trusted	0.626454	fakeNews	0.373566	fr
1	False	0	0.52281176343	trusted	4442	2	0.2906774677519054	trusted	0.923379	fakeNews	0.0766406	fr
16	False	0	0.292548077207	fakeNews	5026	26	0.2691972997128675	trusted	0.207319	fakeNews	0.792701	fr
0	False	0	0.906112992266	trusted	4877	11	0.38257549420557513	trusted	0.95669	fakeNews	0.0433305	fr
12	False	0	0.840135188134	fakeNews	5765	5	0.4002243412666244	trusted	0.522427	fakeNews	0.477593	fr
0	False	0	0.654023958742	trusted	5150	54	0.4080009657825446	trusted	0.886914	fakeNews	0.113106	fr
0	False	0	0.704570679101	trusted	5375	24	0.31365195463900547	trusted	0.869262	fakeNews	0.130758	fr
1	False	0	0.728890348387	trusted	5653	7	0.35415342875550165	trusted	0.70395	fakeNews	0.29607	fr
18	False	0	0.8228888417	fakeNews	4449	4	0.3070671432760822	trusted	0.143122	fakeNews	0.856898	fr
7	False	0	0.616535626021	trusted	5674	4	0.3381494689172949	trusted	0.850109	fakeNews	0.149911	fr
0	False	0	0.516126902583	trusted	5679	90	0.3086979304872644	trusted	0.775331	fakeNews	0.224689	fr
0	False	0	0.516126902583	trusted	4398	0	0.3086979304872644	trusted	0.775331	fakeNews	0.224689	fr
1	False	0	0.782546617962	trusted	5917	55	0.3228058414944576	trusted	0.879019	fakeNews	0.121001	fr
0	False	0	0.783212626553	trusted	3518	4	0.37557135810312964	trusted	0.970227	fakeNews	0.0297925	fr
0	False	0	0.710133834434	fakeNews	4414	2	0.40283531844622494	trusted	0.842471	fakeNews	0.157549	fr
14	False	0	0.833881258775	fakeNews	5156	19	0.3923581777150334	trusted	0.22243	fakeNews	0.77759	fr
0	False	0	0.797254293859	trusted	5661	36	0.3387816191652207	trusted	0.551555	fakeNews	0.448465	fr
1	False	0	0.78230813329	fakeNews	5575	56	0.444252436996853	trusted	0.632809	fakeNews	0.367211	fr
0	False	0	0.63926196136	trusted	5175	1	0.30308520117512155	trusted	0.768701	fakeNews	0.231319	fr
1	False	0	0.631059971389	trusted	4479	2	0.3595226231786143	trusted	0.853939	fakeNews	0.146081	fr
1	False	0	0.532286678904	trusted	4512	138	0.2357395326911244	trusted	0.976281	fakeNews	0.0237392	fr
3	False	0	0.526089409856	trusted	4916	9	0.2796624522778063	trusted	0.674537	fakeNews	0.325483	fr
54	False	0	0.703548871249	fakeNews	5907	5	0.3818351895608688	trusted	0.386599	fakeNews	0.613421	fr
0	False	1	0.712819940674	trusted	4889	10	0.4206152055247271	trusted	0.874133	fakeNews	0.125887	fr
0	False	0	0.690879043986	trusted	4381	1	0.3967849329625888	trusted	0.823108	fakeNews	0.176912	fr
0	False	0	0.850971697265	trusted	5734	87	0.38131316258043774	trusted	0.618538	fakeNews	0.381482	fr
1	False	0	0.38524428229	trusted	5552	3	0.33528174724368465	trusted	0.926288	fakeNews	0.0737316	fr
7	True	0	0.78428350188	fakeNews	5599	45	0.3828975914514009	trusted	0.299662	fakeNews	0.700358	fr
3	False	0	nan	trusted	5424	24	0.17465277696701847	trusted	0.910971	fakeNews	0.0890487	fr
8	False	0	0.650778038957	fakeNews	4917	28	0.3260198218691159	trusted	0.161824	fakeNews	0.838196	fr
1	False	0	0.787627420724	trusted	4444	1	0.3345109309360956	trusted	0.799579	fakeNews	0.200441	fr
0	False	0	0.698850932097	trusted	5690	2	0.3640764039013369	trusted	0.864715	fakeNews	0.135305	fr
10	False	0	0.752716791667	fakeNews	5529	1	0.4187049845391236	trusted	0.626884	fakeNews	0.373136	fr
7	False	1	0.66853225852	trusted	5591	6	0.33348542468239484	trusted	0.834517	fakeNews	0.165503	fr
0	False	0	0.777742974448	trusted	4379	0	0.39489769174373557	trusted	0.636866	fakeNews	0.363154	fr
0	False	0	0.78059544085	trusted	5265	53	0.40506062466906284	trusted	0.935744	fakeNews	0.0642761	fr
0	False	0	0.752572074454	trusted	4516	5	0.39349816721499103	trusted	0.872946	fakeNews	0.127074	fr
71	False	0	0.441684202972	fakeNews	5499	5	0.17021520286556013	trusted	0.460062	fakeNews	0.539959	fr
0	False	0	0.672004761744	trusted	5850	0	0.37647597868812344	trusted	0.947754	fakeNews	0.0522664	fr
0	False	0	0.585346310353	trusted	5789	7	0.3131125437268893	trusted	0.671596	fakeNews	0.328424	fr
5	False	0	0.743942076474	trusted	5757	20	0.4071932164766126	trusted	0.287801	fakeNews	0.712219	fr
0	False	0	0.791701800663	trusted	5185	133	0.3283323066759935	trusted	0.892038	fakeNews	0.107982	fr
9	False	0	0.835217413525	fakeNews	5884	7	0.39200950983218147	trusted	0.617206	fakeNews	0.382814	fr
0	False	0	0.695499533214	trusted	5750	5	0.3879925859250214	trusted	0.89383	fakeNews	0.10619	fr
0	False	0	0.66692182749	fakeNews	4580	47	0.4041422156915376	trusted	0.40606	fakeNews	0.59396	fr
0	False	0	0.809075369594	trusted	4522	8	0.38853849492495246	trusted	0.701475	fakeNews	0.298545	fr
0	False	0	0.576607212188	trusted	5608	3	0.3401388774880113	trusted	0.75045	fakeNews	0.24957	fr
0	False	0	0.549049299348	trusted	5404	6	0.395443790680849	trusted	0.769915	fakeNews	0.230105	fr
39	False	0	0.722261377815	fakeNews	4878	5	0.4333195065345965	trusted	0.272029	fakeNews	0.727991	fr
21	False	0	0.820814479093	fakeNews	4968	1	0.4188056760627529	trusted	0.375017	fakeNews	0.625003	fr
0	False	0	0.654023958742	trusted	5792	4	0.4080009657825446	trusted	0.886914	fakeNews	0.113106	fr
1	False	0	0.547965769127	trusted	4384	7	0.37950275850397924	trusted	0.696388	fakeNews	0.303632	fr
0	False	0	0.822647360267	trusted	5562	7	0.39660724668813735	trusted	0.732149	fakeNews	0.267871	fr
7	False	0	0.803881224047	fakeNews	5554	75	0.4255924392308737	trusted	0.372133	fakeNews	0.627887	fr
48	False	0	0.824024254028	fakeNews	4441	2	0.42246307025798546	trusted	0.419605	fakeNews	0.580415	fr
0	False	0	0.789645904316	trusted	4400	21	0.3897175185799047	trusted	0.572123	fakeNews	0.427897	fr
6	False	0	0.667793173136	fakeNews	4574	3	0.3660566108843504	trusted	0.254912	fakeNews	0.745108	fr
24	False	0	0.743544931411	fakeNews	5434	2	0.39894371523503713	trusted	0.3321	fakeNews	0.66792	fr
0	False	0	0.594010586392	trusted	5613	53	0.2820284949333028	trusted	0.783065	fakeNews	0.216955	fr
1	False	0	0.674230047914	trusted	4504	6	0.34029259063051437	trusted	0.420409	fakeNews	0.579611	fr
1	False	0	0.699774197347	trusted	5617	57	0.3613652516334909	trusted	0.726259	fakeNews	0.273761	fr
2	False	0	0.525405699461	trusted	5441	4	0.3133895288623226	trusted	0.804596	fakeNews	0.195424	fr
197	True	0	0.501599904105	fakeNews	4367	33	0.3020550303244494	trusted	0.468685	fakeNews	0.531335	fr
45	False	0	0.610399988187	fakeNews	4509	6	0.3506987023473682	trusted	0.408967	fakeNews	0.591053	fr
32	False	0	0.797728917796	fakeNews	5677	73	0.3386674926231458	trusted	0.403002	fakeNews	0.597018	fr
12	False	0	0.767632293724	fakeNews	5745	68	0.4069346452678664	trusted	0.425207	fakeNews	0.574813	fr
1	False	0	0.502257957135	fakeNews	5145	3	0.26280526021424616	trusted	0.782965	fakeNews	0.217055	fr
56	False	0	0.655169576894	fakeNews	4438	6	0.30763437417468514	trusted	0.209816	fakeNews	0.790204	fr
0	False	0	0.637138420144	trusted	5505	42	0.3403239111425921	trusted	0.749331	fakeNews	0.250689	fr
0	False	0	0.609998175713	trusted	4521	4	0.36681366960747075	trusted	0.855644	fakeNews	0.144377	fr
0	False	0	0.85553545676	trusted	5760	6	0.32732495875467416	trusted	0.813045	fakeNews	0.186975	fr
0	False	0	0.751776314888	trusted	5192	9	0.3859632660905894	trusted	0.870116	fakeNews	0.129904	fr
0	False	0	0.78234203873	trusted	5650	8	0.40315061834116067	trusted	0.889022	fakeNews	0.110998	fr
4	False	0	0.596176160041	fakeNews	5380	4	0.34805803651769984	trusted	0.434201	fakeNews	0.565819	fr
6	True	0	0.800361576982	fakeNews	4473	0	0.34634971833130246	trusted	0.32329	fakeNews	0.67673	fr
0	False	0	0.737524987607	trusted	4605	132	0.3706555996685002	trusted	0.90376	fakeNews	0.0962601	fr
0	False	0	0.798219951829	trusted	5148	5	0.37065477179468714	trusted	0.93739	fakeNews	0.0626303	fr
0	False	0	0.828440099797	trusted	5162	17	0.4225143571202192	trusted	0.879045	fakeNews	0.120975	fr
6	False	0	0.745395471283	trusted	5918	84	0.3893277083454889	trusted	0.505496	fakeNews	0.494524	fr
2	False	1	0.806390661199	trusted	4422	48	0.314323599313508	trusted	0.611485	fakeNews	0.388535	fr
8	False	0	0.753436950243	fakeNews	5715	4	0.3806842844701935	trusted	0.525471	fakeNews	0.474549	fr
8	False	0	0.69730296726	fakeNews	4581	4	0.400441052624715	trusted	0.534683	fakeNews	0.465337	fr
